,AE (reconstr err),LOF (outlier score),PPCA (log prob),VAE (latent prior prob),VAE (latent prob),VAE (reconstr err),VAE (reconstr err grad),Number of models
14895,False,False,False,False,False,False,False,0
12555,False,False,False,False,False,False,False,0
2282,False,False,False,False,False,False,False,0
7980,False,False,False,False,False,False,False,0
17927,False,False,False,False,False,False,False,0
5476,False,False,False,False,False,False,False,0
9342,False,False,False,False,False,False,False,0
7064,False,False,False,False,False,False,False,0
16340,False,False,False,False,False,False,False,0
15634,False,False,False,False,False,False,False,0
7461,False,False,False,False,False,False,False,0
1819,False,False,False,False,False,False,False,0
10516,False,False,False,False,False,False,False,0
13749,False,False,False,False,False,False,False,0
1130,False,False,False,False,False,False,False,0
15006,False,False,False,False,False,False,False,0
2658,False,False,False,False,False,False,False,0
8566,False,False,False,False,False,False,False,0
17060,False,False,False,False,False,False,False,0
10213,False,False,False,False,False,False,False,0
3259,False,False,False,False,False,False,False,0
10081,False,False,False,False,False,False,False,0
1474,False,False,False,False,False,False,False,0
2242,False,False,False,False,False,False,False,0
16468,False,False,False,False,False,False,False,0
3243,False,False,False,False,False,False,False,0
5160,False,False,False,False,False,False,False,0
3134,False,False,False,False,False,False,False,0
2070,False,False,False,False,False,False,False,0
359,False,False,False,False,False,False,False,0
15324,False,False,False,False,False,False,False,0
16947,False,False,False,False,False,False,False,0
9591,False,False,False,False,False,False,False,0
4154,False,False,False,False,False,False,False,0
5619,False,False,False,False,False,False,False,0
10348,False,False,False,False,False,False,False,0
3807,False,False,False,False,False,False,False,0
16472,False,False,False,False,False,False,False,0
12355,False,False,False,False,False,False,False,0
11332,False,False,False,False,False,False,False,0
2352,False,False,False,False,False,False,False,0
1932,False,False,False,False,False,False,False,0
10913,False,False,False,False,False,False,False,0
8556,False,False,False,False,False,False,False,0
4916,False,False,False,False,False,False,False,0
946,False,False,False,False,False,False,False,0
13865,False,False,False,False,False,False,False,0
9569,False,False,False,False,False,False,False,0
1439,False,False,False,False,False,False,False,0
17157,False,False,False,False,False,False,False,0
7730,False,False,False,False,False,False,False,0
4857,False,False,False,False,False,False,False,0
15066,False,False,False,False,False,False,False,0
382,False,False,False,False,False,False,False,0
9748,False,False,False,False,False,False,False,0
138,False,False,False,False,False,False,False,0
358,False,False,False,False,False,False,False,0
17909,False,False,False,False,False,False,False,0
9714,False,False,False,False,False,False,False,0
1627,False,False,False,False,False,False,False,0
14270,False,False,False,False,False,False,False,0
6626,False,False,False,False,False,False,False,0
5004,False,False,False,False,False,False,False,0
14766,False,False,False,False,False,False,False,0
12364,False,False,False,False,False,False,False,0
3415,False,False,False,False,False,False,False,0
8988,False,False,False,False,False,False,False,0
442,False,False,False,False,False,False,False,0
6218,False,False,False,False,False,False,False,0
4652,False,False,False,False,False,False,False,0
7939,False,False,False,False,False,False,False,0
15373,False,False,False,False,False,False,False,0
9370,False,False,False,False,False,False,False,0
7597,False,False,False,False,False,False,False,0
6591,False,False,False,False,False,False,False,0
9449,False,False,False,False,False,False,False,0
10033,False,False,False,False,False,False,False,0
14138,False,False,False,False,False,False,False,0
6268,False,False,False,False,False,False,False,0
910,False,False,False,False,False,False,False,0
4340,False,False,False,False,False,False,False,0
12829,False,False,False,False,False,False,False,0
4009,False,False,False,False,False,False,False,0
6628,False,False,False,False,False,False,False,0
2169,False,False,False,False,False,False,False,0
2172,False,False,False,False,False,False,False,0
5668,False,False,False,False,False,False,False,0
17597,False,False,False,False,False,False,False,0
8315,False,False,False,False,False,False,False,0
8036,False,False,False,False,False,False,False,0
11350,False,False,False,False,False,False,False,0
6789,False,False,False,False,False,False,False,0
14019,False,False,False,False,False,False,False,0
785,False,False,False,False,False,False,False,0
17667,False,False,False,False,False,False,False,0
2416,False,False,False,False,False,False,False,0
7888,False,False,False,False,False,False,False,0
8445,False,False,False,False,False,False,False,0
6474,False,False,False,False,False,False,False,0
10572,False,False,False,False,False,False,False,0
13866,False,False,False,False,False,False,False,0
4172,False,False,False,False,False,False,False,0
8092,False,False,False,False,False,False,False,0
16006,False,False,False,False,False,False,False,0
2103,False,False,False,False,False,False,False,0
11141,False,False,False,False,False,False,False,0
3759,False,False,False,False,False,False,False,0
1837,False,False,False,False,False,False,False,0
16063,False,False,False,False,False,False,False,0
16511,False,False,False,False,False,False,False,0
16788,False,False,False,False,False,False,False,0
5710,False,False,False,False,False,False,False,0
8799,False,False,False,False,False,False,False,0
1093,False,False,False,False,False,False,False,0
13340,False,False,False,False,False,False,False,0
2378,False,False,False,False,False,False,False,0
12031,False,False,False,False,False,False,False,0
5669,False,False,False,False,False,False,False,0
14558,False,False,False,False,False,False,False,0
165,False,False,False,False,False,False,False,0
9141,False,False,False,False,False,False,False,0
16221,False,False,False,False,False,False,False,0
11962,False,False,False,False,False,False,False,0
10698,False,False,False,False,False,False,False,0
2850,False,False,False,False,False,False,False,0
18044,False,False,False,False,False,False,False,0
2735,False,False,False,False,False,False,False,0
13264,False,False,False,False,False,False,False,0
16255,False,False,False,False,False,False,False,0
6623,False,False,False,False,False,False,False,0
9306,False,False,False,False,False,False,False,0
8490,False,False,False,False,False,False,False,0
9867,False,False,False,False,False,False,False,0
6718,False,False,False,False,False,False,False,0
14374,False,False,False,False,False,False,False,0
8960,False,False,False,False,False,False,False,0
12945,False,False,False,False,False,False,False,0
12226,False,False,False,False,False,False,False,0
2725,False,False,False,False,False,False,False,0
4290,False,False,False,False,False,False,False,0
15609,False,False,False,False,False,False,False,0
12069,False,False,False,False,False,False,False,0
383,False,False,False,False,False,False,False,0
857,False,False,False,False,False,False,False,0
6204,False,False,False,False,False,False,False,0
6539,False,False,False,False,False,False,False,0
2561,False,False,False,False,False,False,False,0
3801,False,False,False,False,False,False,False,0
10832,False,False,False,False,False,False,False,0
13534,False,False,False,False,False,False,False,0
12682,False,False,False,False,False,False,False,0
17140,False,False,False,False,False,False,False,0
6111,False,False,False,False,False,False,False,0
12679,False,False,False,False,False,False,False,0
15464,False,False,False,False,False,False,False,0
160,False,False,False,False,False,False,False,0
203,False,False,False,False,False,False,False,0
6483,False,False,False,False,False,False,False,0
3940,False,False,False,False,False,False,False,0
9555,False,False,False,False,False,False,False,0
11126,False,False,False,False,False,False,False,0
7647,False,False,False,False,False,False,False,0
4251,False,False,False,False,False,False,False,0
18031,False,False,False,False,False,False,False,0
1230,False,False,False,False,False,False,False,0
9166,False,False,False,False,False,False,False,0
7957,False,False,False,False,False,False,False,0
11142,False,False,False,False,False,False,False,0
2915,False,False,False,False,False,False,False,0
11678,False,False,False,False,False,False,False,0
8305,False,False,False,False,False,False,False,0
3504,False,False,False,False,False,False,False,0
6982,False,False,False,False,False,False,False,0
7086,False,False,False,False,False,False,False,0
9941,False,False,False,False,False,False,False,0
15742,False,False,False,False,False,False,False,0
17952,False,False,False,False,False,False,False,0
6336,False,False,False,False,False,False,False,0
14611,False,False,False,False,False,False,False,0
917,False,False,False,False,False,False,False,0
4749,False,False,False,False,False,False,False,0
2505,False,False,False,False,False,False,False,0
1448,False,False,False,False,False,False,False,0
3414,False,False,False,False,False,False,False,0
17636,False,False,False,False,False,False,False,0
14934,False,False,False,False,False,False,False,0
9290,False,False,False,False,False,False,False,0
12380,False,False,False,False,False,False,False,0
3505,False,False,False,False,False,False,False,0
6837,False,False,False,False,False,False,False,0
4627,False,False,False,False,False,False,False,0
16877,False,False,False,False,False,False,False,0
5213,False,False,False,False,False,False,False,0
8281,False,False,False,False,False,False,False,0
7323,False,False,False,False,False,False,False,0
2690,False,False,False,False,False,False,False,0
7389,False,False,False,False,False,False,False,0
14906,False,False,False,False,False,False,False,0
11667,False,False,False,False,False,False,False,0
17961,False,False,False,False,False,False,False,0
5162,False,False,False,False,False,False,False,0
14529,False,False,False,False,False,False,False,0
13813,False,False,False,False,False,False,False,0
12192,False,False,False,False,False,False,False,0
4529,False,False,False,False,False,False,False,0
15915,False,False,False,False,False,False,False,0
3226,False,False,False,False,False,False,False,0
991,False,False,False,False,False,False,False,0
67,False,False,False,False,False,False,False,0
3521,False,False,False,False,False,False,False,0
10922,False,False,False,False,False,False,False,0
17400,False,False,False,False,False,False,False,0
4478,False,False,False,False,False,False,False,0
5660,False,False,False,False,False,False,False,0
9788,False,False,False,False,False,False,False,0
10776,False,False,False,False,False,False,False,0
16937,False,False,False,False,False,False,False,0
12626,False,False,False,False,False,False,False,0
11388,False,False,False,False,False,False,False,0
17527,False,False,False,False,False,False,False,0
15862,False,False,False,False,False,False,False,0
1258,False,False,False,False,False,False,False,0
6047,False,False,False,False,False,False,False,0
7082,False,False,False,False,False,False,False,0
5395,False,False,False,False,False,False,False,0
17847,False,False,False,False,False,False,False,0
17141,False,False,False,False,False,False,False,0
12170,False,False,False,False,False,False,False,0
4383,False,False,False,False,False,False,False,0
9229,False,False,False,False,False,False,False,0
7845,False,False,False,False,False,False,False,0
3539,False,False,False,False,False,False,False,0
14129,False,False,False,False,False,False,False,0
2827,False,False,False,False,False,False,False,0
11094,False,False,False,False,False,False,False,0
5780,False,False,False,False,False,False,False,0
14844,False,False,False,False,False,False,False,0
4996,False,False,False,False,False,False,False,0
3262,False,False,False,False,False,False,False,0
7876,False,False,False,False,False,False,False,0
6838,False,False,False,False,False,False,False,0
10539,False,False,False,False,False,False,False,0
8841,False,False,False,False,False,False,False,0
6859,False,False,False,False,False,False,False,0
10664,False,False,False,False,False,False,False,0
5057,False,False,False,False,False,False,False,0
11676,False,False,False,False,False,False,False,0
3816,False,False,False,False,False,False,False,0
11186,False,False,False,False,False,False,False,0
9579,False,False,False,False,False,False,False,0
15999,False,False,False,False,False,False,False,0
9813,False,False,False,False,False,False,False,0
12716,False,False,False,False,False,False,False,0
7260,False,False,False,False,False,False,False,0
14280,False,False,False,False,False,False,False,0
2679,False,False,False,False,False,False,False,0
6811,False,False,False,False,False,False,False,0
14415,False,False,False,False,False,False,False,0
9359,False,False,False,False,False,False,False,0
14954,False,False,False,False,False,False,False,0
4994,False,False,False,False,False,False,False,0
15273,False,False,False,False,False,False,False,0
8385,False,False,False,False,False,False,False,0
8923,False,False,False,False,False,False,False,0
10531,False,False,False,False,False,False,False,0
6328,False,False,False,False,False,False,False,0
13831,False,False,False,False,False,False,False,0
2565,False,False,False,False,False,False,False,0
2581,False,False,False,False,False,False,False,0
2607,False,False,False,False,False,False,False,0
14259,False,False,False,False,False,False,False,0
16268,False,False,False,False,False,False,False,0
10674,False,False,False,False,False,False,False,0
17609,False,False,False,False,False,False,False,0
9447,False,False,False,False,False,False,False,0
17481,False,False,False,False,False,False,False,0
14793,False,False,False,False,False,False,False,0
3700,False,False,False,False,False,False,False,0
1788,False,False,False,False,False,False,False,0
16691,False,False,False,False,False,False,False,0
16031,False,False,False,False,False,False,False,0
13667,False,False,False,False,False,False,False,0
6901,False,False,False,False,False,False,False,0
9137,False,False,False,False,False,False,False,0
16142,False,False,False,False,False,False,False,0
5097,False,False,False,False,False,False,False,0
14466,False,False,False,False,False,False,False,0
13780,False,False,False,False,False,False,False,0
238,False,False,False,False,False,False,False,0
3552,False,False,False,False,False,False,False,0
18040,False,False,False,False,False,False,False,0
3360,False,False,False,False,False,False,False,0
8328,False,False,False,False,False,False,False,0
10602,False,False,False,False,False,False,False,0
7751,False,False,False,False,False,False,False,0
11169,False,False,False,False,False,False,False,0
10799,False,False,False,False,False,False,False,0
8442,False,False,False,False,False,False,False,0
13671,False,False,False,False,False,False,False,0
6314,False,False,False,False,False,False,False,0
12816,False,False,False,False,False,False,False,0
3645,False,False,False,False,False,False,False,0
1776,False,False,False,False,False,False,False,0
192,False,False,False,False,False,False,False,0
9012,False,False,False,False,False,False,False,0
12358,False,False,False,False,False,False,False,0
12532,False,False,False,False,False,False,False,0
17329,False,False,False,False,False,False,False,0
4951,False,False,False,False,False,False,False,0
2687,False,False,False,False,False,False,False,0
4390,False,False,False,False,False,False,False,0
13984,False,False,False,False,False,False,False,0
4927,False,False,False,False,False,False,False,0
17814,False,False,False,False,False,False,False,0
4177,False,False,False,False,False,False,False,0
10973,False,False,False,False,False,False,False,0
16716,False,False,False,False,False,False,False,0
1812,False,False,False,False,False,False,False,0
990,False,False,False,False,False,False,False,0
16379,False,False,False,False,False,False,False,0
15621,False,False,False,False,False,False,False,0
14476,False,False,False,False,False,False,False,0
13850,False,False,False,False,False,False,False,0
8411,False,False,False,False,False,False,False,0
13582,False,False,False,False,False,False,False,0
2942,False,False,False,False,False,False,False,0
9480,False,False,False,False,False,False,False,0
3163,False,False,False,False,False,False,False,0
4678,False,False,False,False,False,False,False,0
2618,False,False,False,False,False,False,False,0
3612,False,False,False,False,False,False,False,0
13145,False,False,False,False,False,False,False,0
5876,False,False,False,False,False,False,False,0
3792,False,False,False,False,False,False,False,0
2575,False,False,False,False,False,False,False,0
13603,False,False,False,False,False,False,False,0
10625,False,False,False,False,False,False,False,0
954,False,False,False,False,False,False,False,0
7404,False,False,False,False,False,False,False,0
5944,False,False,False,False,False,False,False,0
615,False,False,False,False,False,False,False,0
14261,False,False,False,False,False,False,False,0
9685,False,False,False,False,False,False,False,0
3340,False,False,False,False,False,False,False,0
15160,False,False,False,False,False,False,False,0
9897,False,False,False,False,False,False,False,0
17240,False,False,False,False,False,False,False,0
13447,False,False,False,False,False,False,False,0
13385,False,False,False,False,False,False,False,0
16598,False,False,False,False,False,False,False,0
11577,False,False,False,False,False,False,False,0
8181,False,False,False,False,False,False,False,0
14017,False,False,False,False,False,False,False,0
10858,False,False,False,False,False,False,False,0
11385,False,False,False,False,False,False,False,0
2890,False,False,False,False,False,False,False,0
6003,False,False,False,False,False,False,False,0
7739,False,False,False,False,False,False,False,0
13644,False,False,False,False,False,False,False,0
8397,False,False,False,False,False,False,False,0
8026,False,False,False,False,False,False,False,0
2,False,False,False,False,False,False,False,0
10562,False,False,False,False,False,False,False,0
16075,False,False,False,False,False,False,False,0
9961,False,False,False,False,False,False,False,0
12508,False,False,False,False,False,False,False,0
16827,False,False,False,False,False,False,False,0
6239,False,False,False,False,False,False,False,0
3306,False,False,False,False,False,False,False,0
9695,False,False,False,False,False,False,False,0
5255,False,False,False,False,False,False,False,0
13492,False,False,False,False,False,False,False,0
10045,False,False,False,False,False,False,False,0
3439,False,False,False,False,False,False,False,0
1892,False,False,False,False,False,False,False,0
6457,False,False,False,False,False,False,False,0
249,False,False,False,False,False,False,False,0
5167,False,False,False,False,False,False,False,0
897,False,False,False,False,False,False,False,0
13006,False,False,False,False,False,False,False,0
14304,False,False,False,False,False,False,False,0
15117,False,False,False,False,False,False,False,0
670,False,False,False,False,False,False,False,0
9471,False,False,False,False,False,False,False,0
15180,False,False,False,False,False,False,False,0
1857,False,False,False,False,False,False,False,0
17071,False,False,False,False,False,False,False,0
2789,False,False,False,False,False,False,False,0
3357,False,False,False,False,False,False,False,0
6992,False,False,False,False,False,False,False,0
15017,False,False,False,False,False,False,False,0
11601,False,False,False,False,False,False,False,0
1117,False,False,False,False,False,False,False,0
6751,False,False,False,False,False,False,False,0
12300,False,False,False,False,False,False,False,0
7678,False,False,False,False,False,False,False,0
14004,False,False,False,False,False,False,False,0
721,False,False,False,False,False,False,False,0
10997,False,False,False,False,False,False,False,0
11265,False,False,False,False,False,False,False,0
886,False,False,False,False,False,False,False,0
17717,False,False,False,False,False,False,False,0
14673,False,False,False,False,False,False,False,0
11175,False,False,False,False,False,False,False,0
142,False,False,False,False,False,False,False,0
8102,False,False,False,False,False,False,False,0
13904,False,False,False,False,False,False,False,0
1504,False,False,False,False,False,False,False,0
1806,False,False,False,False,False,False,False,0
3871,False,False,False,False,False,False,False,0
3791,False,False,False,False,False,False,False,0
2786,False,False,False,False,False,False,False,0
15527,False,False,False,False,False,False,False,0
1717,False,False,False,False,False,False,False,0
13806,False,False,False,False,False,False,False,0
2696,False,False,False,False,False,False,False,0
4512,False,False,False,False,False,False,False,0
16819,False,False,False,False,False,False,False,0
10623,False,False,False,False,False,False,False,0
6622,False,False,False,False,False,False,False,0
3435,False,False,False,False,False,False,False,0
16510,False,False,False,False,False,False,False,0
4876,False,False,False,False,False,False,False,0
13707,False,False,False,False,False,False,False,0
4820,False,False,False,False,False,False,False,0
13597,False,False,False,False,False,False,False,0
4620,False,False,False,False,False,False,False,0
6531,False,False,False,False,False,False,False,0
11669,False,False,False,False,False,False,False,0
17581,False,False,False,False,False,False,False,0
3558,False,False,False,False,False,False,False,0
14672,False,False,False,False,False,False,False,0
13845,False,False,False,False,False,False,False,0
307,False,False,False,False,False,False,False,0
7869,False,False,False,False,False,False,False,0
12100,False,False,False,False,False,False,False,0
15184,False,False,False,False,False,False,False,0
348,False,False,False,False,False,False,False,0
16985,False,False,False,False,False,False,False,0
2985,False,False,False,False,False,False,False,0
16586,False,False,False,False,False,False,False,0
10938,False,False,False,False,False,False,False,0
4204,False,False,False,False,False,False,False,0
13624,False,False,False,False,False,False,False,0
16967,False,False,False,False,False,False,False,0
314,False,False,False,False,False,False,False,0
16562,False,False,False,False,False,False,False,0
17121,False,False,False,False,False,False,False,0
13592,False,False,False,False,False,False,False,0
5850,False,False,False,False,False,False,False,0
15818,False,False,False,False,False,False,False,0
5447,False,False,False,False,False,False,False,0
14839,False,False,False,False,False,False,False,0
3968,False,False,False,False,False,False,False,0
13702,False,False,False,False,False,False,False,0
336,False,False,False,False,False,False,False,0
10956,False,False,False,False,False,False,False,0
3308,False,False,False,False,False,False,False,0
11143,False,False,False,False,False,False,False,0
11874,False,False,False,False,False,False,False,0
3359,False,False,False,False,False,False,False,0
6226,False,False,False,False,False,False,False,0
15043,False,False,False,False,False,False,False,0
10939,False,False,False,False,False,False,False,0
14162,False,False,False,False,False,False,False,0
1251,False,False,False,False,False,False,False,0
3176,False,False,False,False,False,False,False,0
13743,False,False,False,False,False,False,False,0
8039,False,False,False,False,False,False,False,0
15481,False,False,False,False,False,False,False,0
16812,False,False,False,False,False,False,False,0
6320,False,False,False,False,False,False,False,0
11481,False,False,False,False,False,False,False,0
14507,False,False,False,False,False,False,False,0
7538,False,False,False,False,False,False,False,0
9570,False,False,False,False,False,False,False,0
4891,False,False,False,False,False,False,False,0
15767,False,False,False,False,False,False,False,0
183,False,False,False,False,False,False,False,0
10988,False,False,False,False,False,False,False,0
6797,False,False,False,False,False,False,False,0
9590,False,False,False,False,False,False,False,0
6615,False,False,False,False,False,False,False,0
3358,False,False,False,False,False,False,False,0
7755,False,False,False,False,False,False,False,0
12877,False,False,False,False,False,False,False,0
16278,False,False,False,False,False,False,False,0
13646,False,False,False,False,False,False,False,0
14141,False,False,False,False,False,False,False,0
6513,False,False,False,False,False,False,False,0
4567,False,False,False,False,False,False,False,0
6603,False,False,False,False,False,False,False,0
10686,False,False,False,False,False,False,False,0
12580,False,False,False,False,False,False,False,0
16546,False,False,False,False,False,False,False,0
12838,False,False,False,False,False,False,False,0
13378,False,False,False,False,False,False,False,0
11670,False,False,False,False,False,False,False,0
8615,False,False,False,False,False,False,False,0
3924,False,False,False,False,False,False,False,0
9940,False,False,False,False,False,False,False,0
17611,False,False,False,False,False,False,False,0
16911,False,False,False,False,False,False,False,0
12744,False,False,False,False,False,False,False,0
12629,False,False,False,False,False,False,False,0
14773,False,False,False,False,False,False,False,0
7850,False,False,False,False,False,False,False,0
10854,False,False,False,False,False,False,False,0
12426,False,False,False,False,False,False,False,0
3113,False,False,False,False,False,False,False,0
1690,False,False,False,False,False,False,False,0
4485,False,False,False,False,False,False,False,0
8684,False,False,False,False,False,False,False,0
1051,False,False,False,False,False,False,False,0
13776,False,False,False,False,False,False,False,0
14030,False,False,False,False,False,False,False,0
9221,False,False,False,False,False,False,False,0
8464,False,False,False,False,False,False,False,0
4763,False,False,False,False,False,False,False,0
9062,False,False,False,False,False,False,False,0
1874,False,False,False,False,False,False,False,0
7282,False,False,False,False,False,False,False,0
12962,False,False,False,False,False,False,False,0
11412,False,False,False,False,False,False,False,0
15244,False,False,False,False,False,False,False,0
9448,False,False,False,False,False,False,False,0
5831,False,False,False,False,False,False,False,0
16234,False,False,False,False,False,False,False,0
17839,False,False,False,False,False,False,False,0
7243,False,False,False,False,False,False,False,0
15911,False,False,False,False,False,False,False,0
3875,False,False,False,False,False,False,False,0
2775,False,False,False,False,False,False,False,0
6026,False,False,False,False,False,False,False,0
17439,False,False,False,False,False,False,False,0
1942,False,False,False,False,False,False,False,0
4331,False,False,False,False,False,False,False,0
17290,False,False,False,False,False,False,False,0
7972,False,False,False,False,False,False,False,0
10515,False,False,False,False,False,False,False,0
9095,False,False,False,False,False,False,False,0
2617,False,False,False,False,False,False,False,0
2411,False,False,False,False,False,False,False,0
6065,False,False,False,False,False,False,False,0
4589,False,False,False,False,False,False,False,0
6034,False,False,False,False,False,False,False,0
13524,False,False,False,False,False,False,False,0
8301,False,False,False,False,False,False,False,0
861,False,False,False,False,False,False,False,0
3135,False,False,False,False,False,False,False,0
4131,False,False,False,False,False,False,False,0
13322,False,False,False,False,False,False,False,0
5457,False,False,False,False,False,False,False,0
16971,False,False,False,False,False,False,False,0
17084,False,False,False,False,False,False,False,0
12057,False,False,False,False,False,False,False,0
2148,False,False,False,False,False,False,False,0
1036,False,False,False,False,False,False,False,0
6711,False,False,False,False,False,False,False,0
8828,False,False,False,False,False,False,False,0
17656,False,False,False,False,False,False,False,0
13437,False,False,False,False,False,False,False,0
4134,False,False,False,False,False,False,False,0
649,False,False,False,False,False,False,False,0
9275,False,False,False,False,False,False,False,0
6953,False,False,False,False,False,False,False,0
3856,False,False,False,False,False,False,False,0
16710,False,False,False,False,False,False,False,0
7129,False,False,False,False,False,False,False,0
5866,False,False,False,False,False,False,False,0
9133,False,False,False,False,False,False,False,0
12915,False,False,False,False,False,False,False,0
2387,False,False,False,False,False,False,False,0
17837,False,False,False,False,False,False,False,0
5021,False,False,False,False,False,False,False,0
12583,False,False,False,False,False,False,False,0
975,False,False,False,False,False,False,False,0
7175,False,False,False,False,False,False,False,0
3882,False,False,False,False,False,False,False,0
6055,False,False,False,False,False,False,False,0
11115,False,False,False,False,False,False,False,0
8135,False,False,False,False,False,False,False,0
14246,False,False,False,False,False,False,False,0
14323,False,False,False,False,False,False,False,0
7212,False,False,False,False,False,False,False,0
17386,False,False,False,False,False,False,False,0
10020,False,False,False,False,False,False,False,0
6419,False,False,False,False,False,False,False,0
3805,False,False,False,False,False,False,False,0
10846,False,False,False,False,False,False,False,0
7431,False,False,False,False,False,False,False,0
464,False,False,False,False,False,False,False,0
1257,False,False,False,False,False,False,False,0
2259,False,False,False,False,False,False,False,0
17173,False,False,False,False,False,False,False,0
15128,False,False,False,False,False,False,False,0
5630,False,False,False,False,False,False,False,0
7382,False,False,False,False,False,False,False,0
10394,False,False,False,False,False,False,False,0
5047,False,False,False,False,False,False,False,0
1262,False,False,False,False,False,False,False,0
12453,False,False,False,False,False,False,False,0
1879,False,False,False,False,False,False,False,0
10245,False,False,False,False,False,False,False,0
5558,False,False,False,False,False,False,False,0
9040,False,False,False,False,False,False,False,0
15899,False,False,False,False,False,False,False,0
15055,False,False,False,False,False,False,False,0
11069,False,False,False,False,False,False,False,0
186,False,False,False,False,False,False,False,0
10022,False,False,False,False,False,False,False,0
16351,False,False,False,False,False,False,False,0
5509,False,False,False,False,False,False,False,0
7185,False,False,False,False,False,False,False,0
15370,False,False,False,False,False,False,False,0
1234,False,False,False,False,False,False,False,0
13974,False,False,False,False,False,False,False,0
446,False,False,False,False,False,False,False,0
844,False,False,False,False,False,False,False,0
13522,False,False,False,False,False,False,False,0
1881,False,False,False,False,False,False,False,0
7124,False,False,False,False,False,False,False,0
1666,False,False,False,False,False,False,False,0
8263,False,False,False,False,False,False,False,0
13434,False,False,False,False,False,False,False,0
6855,False,False,False,False,False,False,False,0
16286,False,False,False,False,False,False,False,0
14317,False,False,False,False,False,False,False,0
16313,False,False,False,False,False,False,False,0
52,False,False,False,False,False,False,False,0
269,False,False,False,False,False,False,False,0
15555,False,False,False,False,False,False,False,0
1445,False,False,False,False,False,False,False,0
13100,False,False,False,False,False,False,False,0
15474,False,False,False,False,False,False,False,0
1695,False,False,False,False,False,False,False,0
14824,False,False,False,False,False,False,False,0
5201,False,False,False,False,False,False,False,0
11994,False,False,False,False,False,False,False,0
12158,False,False,False,False,False,False,False,0
3199,False,False,False,False,False,False,False,0
3136,False,False,False,False,False,False,False,0
16628,False,False,False,False,False,False,False,0
5462,False,False,False,False,False,False,False,0
3183,False,False,False,False,False,False,False,0
7522,False,False,False,False,False,False,False,0
17000,False,False,False,False,False,False,False,0
15148,False,False,False,False,False,False,False,0
2782,False,False,False,False,False,False,False,0
12773,False,False,False,False,False,False,False,0
14222,False,False,False,False,False,False,False,0
10335,False,False,False,False,False,False,False,0
17671,False,False,False,False,False,False,False,0
7542,False,False,False,False,False,False,False,0
12318,False,False,False,False,False,False,False,0
14108,False,False,False,False,False,False,False,0
9182,False,False,False,False,False,False,False,0
15423,False,False,False,False,False,False,False,0
5518,False,False,False,False,False,False,False,0
3103,False,False,False,False,False,False,False,0
11088,False,False,False,False,False,False,False,0
7692,False,False,False,False,False,False,False,0
4774,False,False,False,False,False,False,False,0
9718,False,False,False,False,False,False,False,0
6094,False,False,False,False,False,False,False,0
16037,False,False,False,False,False,False,False,0
6324,False,False,False,False,False,False,False,0
11634,False,False,False,False,False,False,False,0
15413,False,False,False,False,False,False,False,0
5208,False,False,False,False,False,False,False,0
14121,False,False,False,False,False,False,False,0
776,False,False,False,False,False,False,False,0
6327,False,False,False,False,False,False,False,0
5783,False,False,False,False,False,False,False,0
4507,False,False,False,False,False,False,False,0
16664,False,False,False,False,False,False,False,0
10014,False,False,False,False,False,False,False,0
3722,False,False,False,False,False,False,False,0
14737,False,False,False,False,False,False,False,0
16755,False,False,False,False,False,False,False,0
12541,False,False,False,False,False,False,False,0
4538,False,False,False,False,False,False,False,0
14887,False,False,False,False,False,False,False,0
12278,False,False,False,False,False,False,False,0
16475,False,False,False,False,False,False,False,0
15049,False,False,False,False,False,False,False,0
8463,False,False,False,False,False,False,False,0
1991,False,False,False,False,False,False,False,0
17190,False,False,False,False,False,False,False,0
8501,False,False,False,False,False,False,False,0
15879,False,False,False,False,False,False,False,0
3551,False,False,False,False,False,False,False,0
17971,False,False,False,False,False,False,False,0
10743,False,False,False,False,False,False,False,0
5310,False,False,False,False,False,False,False,0
14503,False,False,False,False,False,False,False,0
13182,False,False,False,False,False,False,False,0
10728,False,False,False,False,False,False,False,0
12067,False,False,False,False,False,False,False,0
15678,False,False,False,False,False,False,False,0
9944,False,False,False,False,False,False,False,0
15089,False,False,False,False,False,False,False,0
10744,False,False,False,False,False,False,False,0
11156,False,False,False,False,False,False,False,0
5754,False,False,False,False,False,False,False,0
152,False,False,False,False,False,False,False,0
15849,False,False,False,False,False,False,False,0
12099,False,False,False,False,False,False,False,0
2832,False,False,False,False,False,False,False,0
5141,False,False,False,False,False,False,False,0
11814,False,False,False,False,False,False,False,0
4199,False,False,False,False,False,False,False,0
3156,False,False,False,False,False,False,False,0
13131,False,False,False,False,False,False,False,0
12251,False,False,False,False,False,False,False,0
10179,False,False,False,False,False,False,False,0
5810,False,False,False,False,False,False,False,0
8575,False,False,False,False,False,False,False,0
11580,False,False,False,False,False,False,False,0
13926,False,False,False,False,False,False,False,0
15873,False,False,False,False,False,False,False,0
6534,False,False,False,False,False,False,False,0
10919,False,False,False,False,False,False,False,0
17310,False,False,False,False,False,False,False,0
1380,False,False,False,False,False,False,False,0
16835,False,False,False,False,False,False,False,0
8891,False,False,False,False,False,False,False,0
3109,False,False,False,False,False,False,False,0
12707,False,False,False,False,False,False,False,0
3811,False,False,False,False,False,False,False,0
13156,False,False,False,False,False,False,False,0
17424,False,False,False,False,False,False,False,0
7352,False,False,False,False,False,False,False,0
205,False,False,False,False,False,False,False,0
13722,False,False,False,False,False,False,False,0
