,LOF (outlier score),LogReg (entropy),LogReg (max prob),AE (reconstr err),NN (entropy),NN (max prob),PPCA (log prob),VAE (reconstr err),VAE (latent prob),VAE (latent prior prob),VAE (reconstr err grad),NNEnsemble (entropy),NNEnsemble (std),NNEnsemble (mutual information),MCDropout (entropy),MCDropout (std),MCDropout (mutual information),Number of models
13615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9491,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17211,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9250,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16544,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11639,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10523,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2659,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12109,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17163,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4088,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5075,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11981,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7230,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4493,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9335,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
933,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1460,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14140,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7742,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5867,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13151,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7929,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11680,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13527,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6642,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2819,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9094,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10750,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1863,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10859,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4761,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10037,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2834,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9190,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2567,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15448,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10101,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3730,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6207,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1140,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1708,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3211,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10485,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11924,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6538,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15450,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1207,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13893,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13127,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2490,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7461,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14860,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15302,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11150,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9959,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15851,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8448,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15955,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16726,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11798,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14975,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16728,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5242,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1088,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8733,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5929,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13324,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7661,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2767,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15153,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4117,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4778,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2953,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11590,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14878,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1227,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11944,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3735,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7901,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7470,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11927,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2151,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13790,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14730,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6468,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11467,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9649,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15324,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9591,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3415,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6218,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4652,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7939,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6564,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5160,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1819,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2658,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8566,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17060,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3259,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10081,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2242,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16468,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2070,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
359,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1141,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13691,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15601,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10135,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3361,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9370,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
138,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2352,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9569,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1439,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7730,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15066,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9748,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3807,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1627,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10378,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14770,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16415,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3170,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6591,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9449,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10033,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
910,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4340,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12829,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6628,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5619,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8036,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11350,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6789,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13370,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2416,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14766,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8445,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17140,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6204,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4251,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7957,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7647,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11126,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3940,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6483,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
160,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8960,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14374,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13340,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1093,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8799,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5710,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16511,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11141,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2103,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4290,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15609,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
990,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5876,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9685,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15160,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14261,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5944,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10973,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6859,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8841,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10539,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6539,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12069,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6838,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14844,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2827,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17141,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14129,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3539,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7845,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12170,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9290,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3414,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1448,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2505,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15742,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
