,LOF (outlier score),LogReg (entropy),LogReg (max prob),AE (reconstr err),NN (entropy),NN (max prob),PPCA (log prob),VAE (reconstr err),VAE (latent prob),VAE (latent prior prob),VAE (reconstr err grad),NNEnsemble (entropy),NNEnsemble (std),NNEnsemble (mutual information),MCDropout (entropy),MCDropout (std),MCDropout (mutual information),Number of models
1381,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2
816,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
16330,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2
13305,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2
2604,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
15405,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
7818,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2
5694,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2
15590,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2
16489,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
8475,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
14917,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,2
10697,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2
17421,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,2
9867,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
4444,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
5741,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2
11390,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
4988,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2
3168,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2
9116,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
8367,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2
10366,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
6476,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2
15611,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
15548,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
12449,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2
3630,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
4017,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
11094,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2
14866,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
14723,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1132,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
12306,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2
4138,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
3406,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
16302,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
16540,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
6426,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
5823,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
7355,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2
12931,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
11989,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
12982,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
9065,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2
9523,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2
15657,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
8801,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
12167,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
5255,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2951,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
17339,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
201,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1842,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
17734,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
12497,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
11164,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,2
5355,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
8307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
16632,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
14459,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
5565,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1913,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2
17792,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
6261,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1628,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
13749,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
6031,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
16654,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2
3104,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
6401,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2
11803,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2
14752,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
5672,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2
5552,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
15134,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2
1054,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,2
238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
15447,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
12682,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
11441,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
4307,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2
195,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
13294,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
11107,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
