,VAE (reconstr err),VAE (latent prob),VAE (latent prior prob),VAE (reconstr err grad),NN (entropy),NN (max prob),PPCA (log prob),AE (reconstr err),LOF (outlier score),AnchoredNNEnsemble (entropy),AnchoredNNEnsemble (std),AnchoredNNEnsemble (mutual information),NNEnsemble (entropy),NNEnsemble (std),NNEnsemble (mutual information),LogReg (entropy),LogReg (max prob),MCDropout (entropy),MCDropout (std),MCDropout (mutual information)
12317,327.61304,-15.794671,23.855335,589.1751,0.99616957,0.4635808,1115.6344534713344,0.38528734,1.0116981094527664,0.71528476,0.13890807,0.10584921,0.98642445,0.050066877,0.007384479,0.7674989630053479,0.22405276640047755,0.9996358,1.1920929e-07,-5.9604645e-07
2931,726.66187,-14.299904,22.716846,184.82535,0.43961543,0.09094477,1341.333961536582,0.67651796,1.0512189815401476,0.46686473,0.16909099,0.18923208,0.5494176,0.036427338,0.009058237,0.32464647133496727,0.05929664201675633,0.5752908,7.4505806e-08,-4.172325e-07
3246,872.8695,-11.360184,22.051186,243.2346,0.9947042,0.4571848,1234.8659607175296,0.5834155,1.1808977875649203,0.7438835,0.20776175,0.1840499,0.97465974,0.062148705,0.01164192,0.8069097530756433,0.24726212230249545,0.94059014,5.9604645e-08,1.7881393e-07
124,1118.7247,-10.371745,24.357653,108.41703,0.97957826,0.41607028,1769.980929123968,1.245243,1.1705619757065793,0.51383376,0.21036209,0.2456798,0.89841187,0.029439833,0.0028898716,0.8647874678494215,0.286979544863486,0.93039346,2.3841858e-07,-5.9604645e-08
1106,264.8075,-18.236351,24.512028,260.0469,0.5343892,0.12175661,1109.0181678045676,0.49551842,1.1417843351146664,0.4452234,0.10435926,0.103695095,0.4335103,0.019490063,0.0033940375,0.4635412372356583,0.09828681027418373,0.3949099,2.2351742e-08,5.364418e-07
1814,-312.66544,-18.757734,24.522867,1410.3292,0.018346274,0.0017278194,1042.641519818069,0.4132726,1.1163322698358242,3.109746e-05,1.8413797e-06,1.7037892e-06,0.022407785,0.0004899659,7.756613e-05,0.014540976648992794,0.0013212319042013032,0.025508972,1.8626451e-09,-5.438924e-07
15613,-342.2508,-16.310806,23.42643,2042.7678,0.045964506,0.005072117,992.8364113247899,0.319764,1.068296483053396,0.0070797373,0.001514598,0.0015324857,0.035011984,0.0007641738,0.00011371821,0.030527435839732844,0.0031274130702673153,0.03301649,2.3283064e-10,2.719462e-07
224,-272.4799,-16.199238,24.848974,1333.669,0.12185633,0.016592741,1118.8393377303041,0.5393374,1.2309514035937386,0.14822869,0.03330478,0.0332459,0.16636716,0.0117265815,0.003396958,0.1454133360903891,0.02071084836423498,0.10714383,4.656613e-09,-8.2701445e-07
11533,787.7907,-19.722754,25.714659,2796.2737,0.04333644,0.004729271,1508.874171521503,0.84208393,1.1146152778711165,0.005953483,0.0008780452,0.00085932016,0.062709615,0.0020919647,0.00044167414,0.025233543042188104,0.0025025124089138595,0.09831494,4.656613e-09,4.4703484e-07
8790,-326.32028,-22.21189,25.075647,3775.2937,0.020016594,0.0019113421,960.2306893656829,0.46579286,1.0902797028336035,0.0016504652,0.00033420717,0.00036009494,0.025522552,0.0015735434,0.00060023926,0.03198875751070483,0.003303982506611569,0.020715063,2.3283064e-10,-5.122274e-07
2123,1123.681,-9.059342,27.419249,110.94958,0.14814344,0.0212031,2250.243645477947,1.5438879,0.9875071336621053,0.0387608,0.009188362,0.008826975,0.20864937,0.008686138,0.0017758757,0.012382068304541539,0.0010984632142428952,0.23803994,0.0,6.4074993e-07
17542,136.2215,-21.398516,25.581022,2830.9927,0.8721664,0.29268652,1055.6703770740787,0.4138264,1.0323310049105257,0.0965848,0.020684522,0.018106595,0.6976342,0.035995007,0.005808711,0.549247654160021,0.12703408608363587,0.4964682,7.450581e-09,8.940697e-08
13982,1057.9836,-18.55457,31.990643,232.5719,0.034495708,0.0036107898,2762.54828918373,2.7682896,1.1022331065501487,0.0077940584,0.001447384,0.0015948657,0.031593416,0.0021521128,0.0010227095,0.00018916830891639924,1.0523389114336368e-05,0.07368839,4.656613e-09,4.8428774e-07
15225,-155.72993,-16.959429,24.119081,4121.287,0.038532455,0.004114628,1013.5892881003927,0.3450744,1.0469150648956438,0.07143528,0.025484331,0.028074447,0.03119398,0.0012212218,0.00031724386,0.018533488040917884,0.0017482263795941533,0.026485981,6.9849193e-10,-6.9849193e-07
14314,851.0882,-12.690534,23.358189,244.28838,0.37511644,0.07248145,1695.4551936652758,0.8717246,1.1667933861328492,0.20214781,0.053687017,0.060475066,0.3746215,0.0193415,0.0038119853,0.04819006655547311,0.005365915895841011,0.39006567,7.450581e-09,2.9802322e-07
8970,-396.80258,-17.54516,24.192673,2550.087,0.107935295,0.014271319,938.5695163782789,0.33384278,1.03135596444985,0.2997668,0.09515427,0.10113695,0.08860269,0.0041826977,0.001165241,0.09913361827697866,0.012848373348883002,0.057527304,2.7939677e-09,8.7171793e-07
2806,-414.13156,-18.16352,25.538378,1736.0067,0.01681973,0.0015627146,950.5733462782293,0.3560546,1.0739487987707845,0.003391646,0.0007076217,0.00072654686,0.009356614,0.00031602167,8.901395e-05,0.0070024710677112825,0.0005734953681493238,0.007739614,2.3283064e-10,-6.8638474e-07
2197,-648.60785,-22.463528,25.438465,1943.8219,0.026107019,0.002603948,871.4091037280604,0.2987483,0.9613410298894619,0.00024311533,2.1513091e-05,1.767934e-05,0.02172336,0.0005096997,8.612685e-05,0.08838794437878336,0.0111598886231985,0.020690251,9.313226e-10,3.2782555e-07
4051,16.733776,-16.326288,24.70958,1304.5414,0.024270661,0.0023914576,1003.7146560250217,0.36436358,1.011393119251529,0.005049458,0.00086276507,0.0008659391,0.014108591,0.0007749887,0.0003111884,0.03770670014717942,0.004010601631998845,0.011032024,5.820766e-10,-2.5238842e-07
1216,528.97253,-17.302711,24.237083,298.95532,0.26798296,0.04573214,1437.8735866769416,0.7467671,1.2347363264191393,0.12380461,0.029145928,0.025214136,0.36690506,0.017587112,0.003516525,0.1704983221273746,0.025348316688137307,0.35831726,3.7252903e-08,5.9604645e-08
7701,806.0771,-16.695065,27.25142,960.3106,0.030866463,0.0031682253,2294.7546399170164,1.500599,1.0463170410438516,0.01142762,0.0030050634,0.0033311164,0.05086748,0.0043832646,0.0019256324,0.010987696398880739,0.0009579762386076052,0.10808662,9.313226e-10,5.438924e-07
11554,500.35742,-22.949598,23.059252,1788.0106,0.16406366,0.024134457,1290.279484715096,0.52955705,1.1028317220769588,0.010103317,0.0017346015,0.0017878823,0.25757715,0.013051066,0.00305292,0.08373231198600807,0.010445512156442516,0.34043995,2.2351742e-08,4.4703484e-07
14966,107.53418,-17.240532,24.959839,1048.9116,0.04794245,0.005333066,1024.148093528634,0.3577012,1.211304873407299,0.0044089113,0.0005471993,0.0004943847,0.03957903,0.0014375786,0.00036375597,0.0051488206448422665,0.0004050364891190483,0.03235638,4.656613e-10,5.1409006e-07
725,174.82715,-16.392235,25.582706,492.0824,0.25290996,0.042337775,1142.732563600443,0.49171957,1.12347569347201,0.018366607,0.0043410235,0.004398456,0.19218034,0.009021001,0.0019847602,0.0745822412096913,0.009072877513681354,0.3175794,2.2351742e-08,-1.4901161e-07
15092,217.07932,-17.526377,26.738413,1649.7249,0.12382081,0.016927123,1458.5755181690752,0.70727485,1.1943445681622649,0.08478807,0.02327657,0.023464315,0.18380399,0.009014177,0.0021811277,0.23054922393823066,0.03746568018121044,0.117532074,3.7252903e-09,-1.7881393e-07
9170,351.92374,-15.916599,23.139929,1039.6566,0.27191857,0.046633065,1058.569330150541,0.3725877,1.0851475418567849,0.06327418,0.014197459,0.014642581,0.24341297,0.01303959,0.0031324625,0.058389024869117616,0.006751423351027519,0.1595703,1.8626451e-09,-2.9802322e-07
808,350.63086,-16.088823,24.147888,1821.5001,0.2577721,0.043422997,1177.320537602985,0.45754698,1.0486315870816356,0.13488035,0.044272184,0.046081588,0.2358051,0.011691218,0.0024392754,0.018907820934371603,0.0017891792804886064,0.18237594,3.7252903e-09,3.7252903e-07
12893,890.2572,-14.179127,22.309765,351.8678,0.19586194,0.030293584,1384.7333674547021,0.6849066,1.0793371982850533,0.08198394,0.030110633,0.033341564,0.13711485,0.005190756,0.0011740476,0.018753812141153594,0.0017723122086338305,0.1299611,5.5879354e-09,-4.3213367e-07
16453,-279.0182,-16.849117,24.56832,2143.6182,0.06370463,0.0074976683,1011.5841574895126,0.4031492,1.1265871846700428,0.03487684,0.006774497,0.0067353826,0.053967535,0.002971371,0.0010119155,0.07939832898936665,0.009790093481939155,0.039242476,2.3283064e-09,-5.5134296e-07
14984,-177.91722,-19.754923,23.646664,2091.5803,0.04060801,0.004378259,991.6729552130015,0.33714128,1.110014993385454,0.13924165,0.058345433,0.06646455,0.037497286,0.0013141788,0.00029600784,0.1269279573347062,0.01745944481403716,0.021292023,2.3283064e-10,-3.46452e-07
13908,458.1642,-17.31857,24.985292,2269.4692,0.007738673,0.00064241886,1135.3305915298338,0.43942618,1.1766267778181831,5.8826904e-06,3.968364e-07,4.6985906e-07,0.006782587,0.00017298161,3.8794708e-05,0.0038066364971852226,0.0002883295523812279,0.00852893,1.7462298e-10,-4.2840838e-07
4906,360.99725,-12.302685,23.110813,317.49417,0.050480843,0.0056716204,1201.6363604342087,0.5137751,1.2121183455146747,0.11689651,0.03109065,0.035526104,0.0664497,0.00430505,0.0015668347,0.15244274598071483,0.021984555777320836,0.06042847,1.3969839e-09,-5.9604645e-07
13934,-93.49534,-19.17633,23.093931,2304.5764,0.01308753,0.0011705756,998.4477535486299,0.2914968,1.0742947579735957,0.0020341845,0.0003488479,0.0003652675,0.01731363,0.00044004052,8.488633e-05,0.01672611439917401,0.0015526527174134497,0.015383151,0.0,6.9476664e-07
3177,-419.0039,-17.624245,25.005707,1303.1335,0.031213874,0.0032101274,969.7302561673488,0.40969902,1.0583989158933904,0.039900403,0.012517766,0.013453413,0.030102406,0.0011414557,0.00029412843,0.06545214947740305,0.007746417966610131,0.029332023,4.656613e-10,-3.5576522e-07
3962,-208.2989,-17.235687,23.941467,3713.8953,0.041014936,0.004430294,996.1245770539838,0.31182054,1.077796843004829,0.0028295454,0.0003060542,0.00025110831,0.03799212,0.0011270064,0.00022149831,0.06384673558133527,0.0075178145186778345,0.049652122,3.259629e-09,4.209578e-07
15492,959.52893,-13.679083,25.715378,566.28455,0.73869044,0.20854402,1488.322526115901,0.71420753,1.0922915823655501,0.24220613,0.0592793,0.05955611,0.71737075,0.033285063,0.0050655603,0.3112140931271173,0.05596485362879289,0.77123773,8.940697e-08,1.1920929e-07
2671,-459.4351,-20.290255,25.11961,1941.3954,0.035540376,0.0037400126,901.5554215534135,0.27352452,0.998372012764168,0.009520768,0.0013539537,0.0011976538,0.022544868,0.00051577005,9.49353e-05,0.09360197601021811,0.011972364090007348,0.028710248,9.313226e-10,4.1909516e-07
12696,-392.41898,-17.83897,23.608757,2111.0908,0.014638842,0.0013314486,924.1034206052026,0.32826456,1.027874305594705,0.00026698544,3.695427e-05,3.795582e-05,0.013745248,0.00053186086,0.00015560072,0.03705674733340672,0.003929061878593876,0.0144705055,8.1490725e-10,-6.8731606e-07
9427,-334.01013,-18.52841,23.094097,2086.961,0.0062669925,0.0005057454,972.4255980661693,0.31524947,1.0289291355041557,8.574991e-05,7.445059e-06,7.3279807e-06,0.0057864822,0.00015824876,3.4291763e-05,0.0033808434429841473,0.00025240812507099086,0.0072206687,2.910383e-10,4.353933e-07
9417,609.8861,-14.68771,23.840443,2039.7445,0.2586613,0.043622434,1367.3866276516783,0.63631016,1.0128413211358398,0.22235645,0.06973225,0.06475152,0.19793247,0.0053515607,0.00069227815,0.3480965698937025,0.06529021762499809,0.24399284,1.8626451e-08,-3.2782555e-07
1764,139.75664,-19.781845,25.3377,1813.7501,0.11711459,0.01579243,1036.4290035859385,0.312383,1.2065749942084074,0.121150225,0.04594499,0.049212664,0.124478966,0.0019004294,0.00015459955,0.04325680410718904,0.004718961227786922,0.18266335,5.5879354e-09,-4.4703484e-07
14310,-277.20294,-16.345287,23.958809,3099.4067,0.030896273,0.0031718016,952.1868181618187,0.31620887,1.0853267338008157,0.0018215317,0.0003551637,0.0003665852,0.020299815,0.00041207342,6.550364e-05,0.009239588383876252,0.0007859944537964569,0.019864231,9.313226e-10,4.4889748e-07
607,-401.53824,-16.567915,24.987823,1020.9001,0.024757104,0.002447486,954.8043758171304,0.38095808,1.0489283841359602,0.00010445216,1.2343948e-05,1.0985721e-05,0.01986501,0.0008052488,0.00022929907,0.004472664901192719,0.0003456230638481106,0.0152262,1.1641532e-10,-7.627532e-07
12561,597.76654,-15.1993475,25.339706,541.0225,0.15193653,0.02189213,1317.9358616196673,0.58867127,1.0499973633876822,0.009317786,0.0012785828,0.0012408486,0.11698163,0.0076996456,0.0025417134,0.004770467080722956,0.0003716433449810763,0.09976745,8.381903e-09,2.5331974e-07
15653,-453.1441,-18.221272,24.340235,2163.5854,0.0028889421,0.0002116561,999.1635620059797,0.3956062,1.0467369746635378,0.000390737,6.353646e-05,6.731739e-05,0.0030494162,9.693462e-05,2.7421629e-05,0.00046156404846025043,2.784928817733956e-05,0.0039651287,8.731149e-11,-6.002374e-07
13871,467.3669,-15.27376,25.492075,322.6299,0.05751392,0.0066301227,1186.9666670857303,0.573975,1.1058071163765395,0.07798761,0.028350601,0.03135533,0.06887659,0.004167636,0.0013900995,0.018559850245654555,0.0017511055507225537,0.11507122,6.519258e-09,-3.1292439e-07
3217,-6.561004,-17.783371,26.233873,612.85516,0.01623406,0.0015000701,1518.902639539081,0.8289517,0.994600706372443,0.0032951902,0.0007225959,0.00078178826,0.01970235,0.0007343059,0.0002071131,0.22490502276387433,0.03626668172168146,0.020125555,4.656613e-10,-7.76723e-07
5737,1617.6171,-9.983215,26.115953,158.90009,0.07464489,0.009082139,2884.775599929603,1.9242525,1.3743572782050564,0.25556824,0.12839721,0.1556414,0.078475565,0.004827918,0.0017516688,0.03858379607906536,0.0041211173535077306,0.22407946,2.6077032e-08,-2.682209e-07
8479,956.907,-15.173939,23.563423,618.4551,0.033833425,0.0035292506,1667.750872907785,0.892687,1.1077129707166158,0.00598486,0.00094248937,0.0010091304,0.041737705,0.0015888287,0.00040542707,0.023297893366073852,0.0022801526411676543,0.05954791,9.313226e-10,-4.246831e-07
2053,284.61334,-15.670089,25.111933,774.7385,0.7724307,0.22682238,1291.6687869165485,0.6095198,1.2320580189971382,0.49501872,0.16029438,0.16931513,0.81414795,0.0405804,0.006509125,0.9820159681097587,0.42121650703405544,0.57629216,4.4703484e-08,-4.172325e-07
11158,554.05853,-16.602806,24.194008,652.9412,0.1253646,0.017191112,1211.493306076512,0.48154753,1.0384828217333584,0.057726305,0.011583566,0.012374539,0.19359025,0.009917216,0.0022553205,0.08498609338482564,0.0106368546507416,0.2103557,1.4901161e-08,4.172325e-07
3164,-56.217117,-17.710133,24.573946,2498.9702,0.10083267,0.013120294,1031.9123856004712,0.3944143,1.0978562188877021,0.0692525,0.023736976,0.025048904,0.083661646,0.0043279184,0.0011508241,0.061935912328583476,0.007247581711259499,0.057072923,2.3283064e-09,-2.4586916e-07
14012,803.8398,-8.910368,22.963976,402.3935,0.117380254,0.015837014,1511.1391019439989,0.78886545,1.100921676512614,0.12182282,0.049508885,0.05623108,0.1378971,0.0076474464,0.0019101351,0.023805166985864164,0.0023380927195979506,0.12338089,5.5879354e-09,3.9488077e-07
15323,1264.7754,-15.134139,23.07139,770.31696,0.08619405,0.0108219385,1698.19699254772,1.030768,1.1690745918907572,0.00031609382,5.3402084e-05,5.7365658e-05,0.08544547,0.0033195938,0.0007736385,0.03272150994045356,0.003393152868493843,0.14266655,0.0,-5.9604645e-07
2541,426.73376,-16.531456,23.620392,257.80896,0.10690154,0.014102399,1190.2562548788949,0.535067,1.1707029608154509,0.032951348,0.010229663,0.011328066,0.09732863,0.0023721254,0.00033473223,0.07265555410530766,0.008789293732163528,0.11958964,5.5879354e-09,-3.3527613e-07
1657,467.83975,-18.817364,24.999008,412.40213,0.91145384,0.3266374,1237.526547649827,0.6958399,1.1311964947912325,0.6333089,0.25773484,0.34134576,0.7041062,0.030657127,0.004415393,0.46089780694398075,0.09746185461995815,0.5829745,1.4901161e-08,2.9802322e-07
17359,-26.926254,-18.601576,24.704987,2386.2202,0.212505,0.033676147,1234.2412652658156,0.6217099,1.1671027117447055,0.40506783,0.15435168,0.18933816,0.26259577,0.03426129,0.015103847,0.14318781628068913,0.02031183504921663,0.255636,1.4901161e-08,5.066395e-07
8069,-252.56538,-18.472094,23.47343,2217.3066,0.012209557,0.0010809302,1016.5177519263898,0.34695372,1.0512004132838624,0.0011931899,0.00022610124,0.00023439497,0.018992927,0.0008126863,0.00025624037,0.0049084280216154415,0.00038377716682813645,0.016580652,9.313226e-10,2.719462e-07
17350,-364.84802,-19.458883,24.637669,3565.3333,0.01735186,0.001619935,945.5213212189125,0.32891282,1.0416054936341768,0.008421453,0.001767056,0.0018527764,0.01286738,0.00032888533,6.89812e-05,0.00797939111436,0.000665160968702283,0.010480879,2.910383e-10,3.3993274e-07
8644,489.9279,-19.309336,24.950531,1488.1538,0.19650277,0.030421793,1214.2912532196929,0.5125528,1.1430716350152879,0.032316577,0.005604428,0.005561013,0.14710796,0.0077818492,0.0020920485,0.16345068307389912,0.024019675475681734,0.1542312,5.5879354e-09,4.0233135e-07
2710,1052.7063,-16.015415,24.589638,171.90613,0.31448466,0.05676937,1776.6549252543646,1.1463932,1.2630743002039124,0.1183604,0.025159094,0.025850102,0.18340889,0.011785807,0.0035893768,0.046579125766242124,0.005152923476966276,0.12827326,5.5879354e-09,4.172325e-07
6316,1190.4612,-18.043987,25.962055,108.14717,0.2316199,0.037694514,1919.2766332721098,1.2970209,1.1578339362912753,0.08510927,0.01553833,0.015489437,0.37342426,0.02467836,0.00609228,0.0045644842504432214,0.0003536202585436854,0.33512542,2.2351742e-08,1.4901161e-07
7549,-368.5993,-19.686989,24.003792,3544.7007,0.04601316,0.0050784945,944.9767947286847,0.35460976,1.0329017042159339,0.020468352,0.0047239,0.004940059,0.035817023,0.0010121217,0.00018427894,0.0071748000553202695,0.0005895302855865037,0.029260058,9.313226e-10,-1.5646219e-07
4266,1376.1797,-11.923321,22.504421,82.68926,0.3260493,0.05964881,1687.6042565834007,0.93205,1.1163529545982955,0.3183864,0.09370322,0.099339694,0.31987172,0.014999336,0.0028029382,0.1959989021437408,0.030320963906555254,0.34518006,4.4703484e-08,4.172325e-07
16894,444.95825,-16.448862,22.509048,1201.8237,0.14077124,0.01988089,1171.6709292570774,0.4750928,1.2090593614006566,0.0049162447,0.00062253134,0.0005746265,0.11774339,0.0047583138,0.0010522828,0.008585099419587888,0.0007228907023592024,0.11608161,5.5879354e-09,7.5250864e-07
6715,98.18178,-18.816387,26.549728,2845.4636,0.0132441595,0.0011866689,1165.6685713240656,0.5122982,1.1269365778633507,0.16801037,0.07437529,0.08618132,0.018510291,0.0006631348,0.00017668493,0.01864317985856494,0.0017602113796453267,0.028236331,2.3283064e-10,-5.364418e-07
422,82.07513,-23.137743,26.41477,673.0966,0.07372708,0.008946776,1414.2479164507122,0.8406584,0.976854560373036,0.022394378,0.0063768895,0.0069096796,0.042911794,0.0022765573,0.0007760674,0.02173930426642756,0.0021036584319155116,0.025241906,6.9849193e-10,-1.5832484e-07
10972,1125.1721,-14.717016,22.937187,203.74225,0.7597588,0.21977627,1640.7593922134656,1.0202978,1.262074121011636,0.31727624,0.09138167,0.08936486,0.72325635,0.035812788,0.0058392286,0.022567830475980596,0.0021971908595500578,0.6665241,7.4505806e-08,-2.3841858e-07
5316,859.7829,-16.97935,23.597483,1257.9712,0.6959263,0.18736488,1438.4033729970945,0.7244871,1.1107881503671484,0.9117093,0.24600971,0.2086665,0.83590233,0.081154294,0.025269449,0.6880655820876143,0.18368182799263422,0.76382303,2.9802322e-08,2.3841858e-07
8849,701.1292,-12.870555,23.520624,546.0642,0.10613908,0.013978064,1321.8331363611128,0.6834049,1.3121220561502782,0.02149913,0.005654062,0.005758865,0.12266381,0.006146857,0.001718007,0.013899862178771167,0.0012544431376458887,0.10757912,8.381903e-09,5.662441e-07
17601,751.8016,-14.637188,24.439217,178.06633,0.18689668,0.028516471,1509.4770226718908,0.85550773,1.0702104277421345,0.082527645,0.023383893,0.024133839,0.31827852,0.01083062,0.0015908778,0.5725822797038216,0.13559390995109344,0.34794164,2.9802322e-08,4.7683716e-07
9673,27.025467,-17.703196,24.301258,1965.728,0.009042081,0.00076687336,1081.1083388027034,0.41668916,1.1615429565917679,0.00014708517,2.016752e-05,1.9424973e-05,0.0133373,0.00041986362,0.000101185404,0.025408873280583576,0.0025228218582065143,0.019514732,0.0,9.369105e-07
2845,-441.53778,-18.196453,24.95479,1804.1824,0.057033923,0.0065637827,1037.0352246324699,0.41498095,1.0690101374937615,0.05467481,0.017105822,0.017876908,0.05065958,0.0017848414,0.00039727986,0.12438203463149348,0.017022971722693958,0.040479843,2.3283064e-09,-6.92904e-07
4066,37.47993,-15.865649,26.817568,1963.2386,0.10080704,0.013116181,1101.6206778158194,0.5075067,1.2252341967636355,0.06200297,0.010789726,0.010321345,0.07263529,0.0052411063,0.0019564927,0.20624232223567626,0.032390581868458,0.0730398,1.8626451e-09,5.2154064e-07
17002,1318.0804,-10.637595,24.781948,267.57602,0.08943698,0.0113223195,1888.3623209307361,1.1332964,1.5010935542595714,0.015061179,0.0027300532,0.003123627,0.118691735,0.00904001,0.003310375,0.021239407366890246,0.0020475488701636735,0.1399639,1.3038516e-08,-2.8312206e-07
11576,-138.14671,-19.116024,25.30651,1837.5581,0.06383694,0.0075164437,1173.9151260935764,0.53665155,1.1001417780523928,0.073525906,0.025648398,0.027542166,0.050057944,0.0019622368,0.00049159676,0.15733692711875183,0.022883306768943346,0.0680911,0.0,-2.9802322e-08
5244,-391.9049,-19.098173,24.270609,3431.5752,0.037750646,0.0040161014,934.0733396544264,0.31530628,1.0621060561025113,0.015533972,0.0041170423,0.0043424554,0.030528974,0.00082249305,0.00015969574,0.12655990526270794,0.017396174111172225,0.04537125,2.3283064e-09,-8.940697e-07
1001,-57.04925,-18.315012,24.834818,808.8148,0.3469774,0.064998984,998.6971945362769,0.4269864,0.9857165911221497,0.47165185,0.18358545,0.21558541,0.29346946,0.011029344,0.0017629862,0.22773795950777703,0.03686693178389777,0.16939184,1.6763806e-08,6.2584877e-07
4198,568.84033,-15.7181,23.735909,1283.0635,0.09514793,0.0122157335,1336.9395362243527,0.6280955,1.209682907728341,0.17082614,0.075723775,0.08756762,0.079619154,0.0027172538,0.0005419925,0.22785227113842224,0.03689121804973006,0.086193234,3.7252903e-09,5.5879354e-07
2418,918.5796,-12.056485,23.580725,136.91896,0.5118584,0.113997936,1669.5843847905485,1.0328847,1.2186421351103565,0.45868692,0.1925663,0.22507139,0.5796393,0.04743298,0.013607442,0.20530952322112211,0.032200415121931725,0.45904768,5.9604645e-08,-3.5762787e-07
15633,659.13025,-14.926167,24.085573,1082.0835,0.4377058,0.090370655,1332.8818232823019,0.6346853,1.035823966296896,0.23773648,0.07596322,0.077772364,0.44744563,0.02104225,0.0039218366,0.37917193326790355,0.07358774011373614,0.52999616,1.4901161e-08,-9.536743e-07
3575,1326.8938,-15.328159,25.68709,119.384,0.15499215,0.02245152,1990.2718460223832,1.3367727,1.219659911791283,0.09322851,0.024341492,0.025195792,0.12453483,0.0067725107,0.0017138645,0.15429600581180034,0.022323733874770046,0.225271,3.7252903e-09,-4.7683716e-07
6726,-142.764,-18.332512,23.856863,3416.3455,0.035760496,0.0037673712,1020.1072503035899,0.44237685,1.0816478431060195,0.0011911726,0.00014990175,0.00015906163,0.03653352,0.0021788874,0.0007930398,0.07541722892911194,0.00919637429118525,0.03213861,1.1641532e-09,5.327165e-07
3847,28.255583,-19.952087,25.694887,1142.236,0.29554927,0.05217117,1048.145592894639,0.47773054,0.9987041195731603,0.2550718,0.050947193,0.040951207,0.26137832,0.007910539,0.0010993481,0.21888782892146566,0.03500211726559832,0.17714357,9.313226e-09,-3.7252903e-07
961,475.50888,-20.131382,24.898752,549.36847,0.6650001,0.17321205,1252.013729863177,0.7899506,1.2559584475314272,0.35283804,0.09332988,0.08512056,0.5668036,0.024186812,0.0037027597,0.38506288613265627,0.07520742716307949,0.36271483,7.450581e-09,-7.748604e-07
9772,626.94806,-14.546223,21.949884,439.16592,0.8506091,0.27647924,1191.9082831176602,0.4074257,1.061731430413309,0.99945784,0.25107536,0.21600044,0.8463411,0.040851634,0.0062153935,0.8547218468484025,0.2794657791865621,0.73748255,2.9802322e-08,-4.7683716e-07
12818,1100.1211,-13.275752,26.589632,213.42262,0.23987362,0.039473653,1929.3611415538048,1.1522406,1.183308357844537,0.15667567,0.048517182,0.0535087,0.34057337,0.022208558,0.0061821938,0.7666657069077825,0.2235883105629659,0.37660497,2.2351742e-08,7.1525574e-07
10398,679.4292,-18.919514,25.162556,723.765,0.27261868,0.046793997,1230.300290107731,0.6176569,1.047335633963318,0.528255,0.14657953,0.15682983,0.3303024,0.01364941,0.0024522245,0.3027200865054607,0.05389558438243669,0.3056948,1.4901161e-08,1.013279e-06
13909,1068.7809,-15.429168,25.41902,156.12056,0.108845964,0.014420569,1635.999635879973,1.1414628,1.150100293757554,0.012151289,0.002362647,0.0024052802,0.08986602,0.0029835002,0.0005813241,0.3335081987476791,0.06153495680772303,0.16312939,7.450581e-09,4.917383e-07
4887,936.3667,-12.25003,22.78737,257.00928,0.6478951,0.16575235,1494.7058280302688,0.74191797,1.2187107310805794,0.12737413,0.029973703,0.032865264,0.5009475,0.02945824,0.006502986,0.14379042340286352,0.020419674013554268,0.33510092,3.7252903e-09,-3.874302e-07
757,-383.05847,-19.144253,25.886776,2035.5366,0.08195655,0.010175824,1102.4784684878664,0.4975459,1.2310479007175767,0.121631265,0.03707312,0.036757074,0.104228884,0.0048861485,0.0012932196,0.05098890837746063,0.0057398533448307365,0.07229048,0.0,-5.2154064e-08
5313,1162.6995,-8.607085,22.451271,81.58736,0.45366037,0.095220864,1484.0524138039975,0.7867273,1.306953618396152,0.06344951,0.011833978,0.01082582,0.456779,0.028006209,0.0063305497,0.3099926916991449,0.05566551558391708,0.57713866,2.9802322e-08,2.9802322e-07
2284,-448.56653,-17.484137,24.928045,1196.2777,0.018611254,0.0017567277,939.0600881709069,0.31751597,1.065943847773659,0.0006994886,5.6724755e-05,5.4343313e-05,0.018307406,0.00072093675,0.00019195303,0.013449606172099234,0.0012078525070113866,0.017863367,6.9849193e-10,-5.327165e-07
17326,709.3139,-16.963882,22.967348,467.95358,0.5187599,0.116344094,1310.5395712533154,0.5562407,1.0683364834280806,0.24826145,0.05185097,0.047411993,0.5043112,0.019120282,0.0027431846,0.20647178921783912,0.032437414721348756,0.3739621,7.450581e-09,-4.4703484e-07
12499,1514.3175,-18.99655,30.997639,123.050514,0.1138062,0.015239894,3025.5711910046443,2.4298494,1.399458189177841,0.04059498,0.007697677,0.008054417,0.09208315,0.007716619,0.0034816787,0.2121989283801457,0.03361295620533711,0.27549556,0.0,3.2782555e-07
4827,-425.8142,-19.8439,24.421974,3678.7634,0.37041816,0.071208715,987.1296714589042,0.31908402,1.0971362187567473,0.3208275,0.08124593,0.079340905,0.3793171,0.022367269,0.004769355,0.14388622241216106,0.02043683149146036,0.35220754,2.9802322e-08,1.4901161e-07
8378,163.55978,-17.695866,23.903316,2504.5142,0.7242037,0.20114076,1019.9888424275092,0.33785602,1.0352264565992342,0.96800476,0.25221983,0.22175086,0.63579863,0.030576847,0.0051715374,0.6014643756692922,0.14667808885324063,0.50638855,2.9802322e-08,1.1920929e-07
